0.35105664	-0.4772136	-1.1632248	-0.9876611	-0.69300014	0.018067561	0.30067354	0.046272963	0.22973682	0.77185446	0.956019	0.08291618	0.4863652	0.6005254	-0.39167815
0.161859	0.38337034	0.09182131	0.28023723	0.008086152	-0.17399882	0.13467796	0.17531267	0.15655449	-0.0326839	0.24228635	0.11127474	-0.18486103	-0.6497204	-0.36969486
0.16743529	-0.19849885	-0.32275432	-0.47429532	-0.6485045	0.08101498	-0.22844718	0.07879243	0.04162816	0.4783822	0.40315995	0.11926919	0.013893941	0.060495473	-0.0377693
0.28306526	-0.20854501	-0.18665308	-0.15808481	-0.17706724	0.007494415	-0.22808766	-0.17718121	-0.45964012	0.39658654	0.28257096	0.074709296	0.27492273	-0.05972969	0.012928346
-0.103387915	0.016121743	0.13012281	-0.0019815383	-0.24533716	-0.3248418	-0.69828165	-0.58640045	-0.13991724	0.5208509	-0.16444658	-0.09652227	0.21638276	-0.036733855	-0.2646087
-0.26891032	-0.35782516	-0.48610136	0.52737355	-0.4870933	-0.31410497	-0.06399934	1.5451663	0.087541305	0.21619123	-0.60669404	0.6754539	-0.06062618	0.094099365	-0.70621115
-0.37463754	0.698381	0.008031427	0.35832098	0.18368989	-0.3385621	-0.5867405	0.69525343	0.09443833	-0.44838515	-0.039658144	0.34678972	-0.3884068	-0.61687124	0.018745324
0.38873067	0.16871656	-0.043925174	-0.3755814	-0.735176	-0.20422436	-0.08531354	0.27237996	0.53328085	0.6150369	0.67758083	0.47995296	0.405682	0.27508453	-0.79934263
0.7029987	-0.04868083	0.7681296	-0.4885414	0.4742504	0.8159725	0.1283487	-0.756775	-0.10088758	-0.42000592	0.14321303	-0.35660398	-0.58899754	-0.02604662	0.99420774
0.14124444	0.12802146	-0.04027378	0.10087369	-0.027927483	-0.09677973	-0.21692994	-0.30456907	-0.4009272	-0.07036018	0.08051967	0.31699693	-0.19016808	-0.16674474	-0.22193944
0.10283643	0.42087552	-1.7444457	0.39858332	-2.0499399	-0.41617015	1.1854606	-0.10842139	0.3388307	2.0453396	-0.02225406	-0.40273947	1.2625216	0.54410696	-1.005522
0.51236176	0.06539872	-0.3662291	-0.23192292	-0.5536512	0.3341629	0.42494416	-0.58871776	0.11205231	0.54909813	0.5154986	-0.16872865	0.5580283	-0.064076245	-0.3648045
0.32498688	0.05583731	-1.0426649	-0.80110884	-1.0744115	0.09675571	0.5655815	0.12563579	0.9999495	1.1211638	0.25994495	-0.048025455	0.72894937	0.056835394	-0.9803378
0.6175013	0.45514122	0.31842142	-0.009692294	0.20134158	0.81779015	0.19819535	-0.63349	0.09771225	0.05341466	0.006713095	-0.12812461	-0.21329889	0.17977145	0.56115484
0.078315884	-0.115643896	0.044912156	-0.92737746	0.32816795	0.5227865	-0.26620865	-0.023577096	0.53134507	-0.060210325	0.5429327	-0.2863875	-0.27306154	0.6978592	-0.041536845
0.015175582	-0.33518708	-1.7953589	0.36744145	-1.2932994	-0.44054875	0.9828047	-0.38909507	0.12022228	1.4874835	-0.5078401	-0.1255071	0.7382999	0.9110349	-0.18230811
0.23875326	-0.39458767	-1.3983365	0.47066006	-1.3919214	-0.51241475	0.9630331	-0.19474766	0.20154348	1.5255749	-0.40120503	0.006387238	0.9059314	1.0103753	-0.15335391
0.16251	-0.3046734	-1.2185732	0.43140808	-1.2141541	-0.72621655	0.9097822	-0.34781545	0.14733057	1.2235465	-0.54433346	0.06772693	0.8254055	1.1138211	-0.2062801
0.22036718	-0.21936573	-1.4092296	0.39951032	-1.2824678	-0.74838203	0.7194108	-0.28735182	0.0293353	1.4130299	-0.5966991	0.098522164	0.96529824	0.83667713	-0.21072869
0.29623044	-0.401314	-1.2428992	0.14773835	-1.3265989	-0.8858891	0.67121494	-0.2593091	0.23535667	0.96375775	-0.78382844	0.15857035	0.90462434	1.2157823	-0.18437457
0.20554589	-0.4364817	-1.2428184	0.39046288	-1.3136046	-0.4974701	1.0194328	-0.15602638	0.049891878	1.498314	-0.32147887	0.027655583	1.1249703	0.93790203	-0.10577585
0.42875093	0.0870582	-1.4821689	-0.44843534	-1.2143254	0.16072243	1.1428949	0.21678686	0.8544231	1.6296299	0.09886377	-0.5837362	1.0177068	0.86150926	-0.9078724
0.3807364	-0.05093058	-1.0701245	-0.8449338	-0.776273	0.3513563	0.72507876	0.05915538	1.2204503	1.1035367	0.43772763	-0.54227126	0.6569114	0.5056179	-0.5542254
0.34199235	0.3117525	0.06270001	-0.16398616	-0.076615304	-0.3525418	0.60317606	0.41725698	0.6292369	-0.158601	0.8073678	0.42055228	0.8827574	-0.070077054	-0.71364874
0.08574709	0.11586105	0.19817133	-0.22574964	0.016509602	-0.43200484	0.0420099	0.55297047	0.024778081	-0.17061096	0.6157666	0.6312015	-0.26780805	0.37322766	0.07979015
